month,revenue,marketing_spend,operating_expenses,new_customers,total_customers,date,CAC,ARPU,lost_customers,churn_rate,average_lifespan,LTV,burn_rate,runway_months,LTV_CAC_ratio
2027-03-01,18311,4682,10066,196,34205,Mar-2027,23.887755102040817,0.535331091945622,24.0,0.0007051978961596098,1418.0416666666667,759.1217938410565,-3563,0.0,31.78
2027-04-01,27214,2987,8022,186,34365,Apr-2027,16.059139784946236,0.7919103739269606,26.0,0.000760122789065926,1315.576923076923,1041.8190130835264,-16205,0.0,64.87
2027-05-01,24098,3218,10460,149,34490,May-2027,21.59731543624161,0.6986952739924616,24.0,0.0006983849847228285,1431.875,1000.4442954479559,-10420,0.0,46.32
2027-06-01,15177,3355,13926,131,34591,Jun-2027,25.610687022900763,0.4387557457142031,30.0,0.0008698173383589446,1149.6666666666667,504.4228556560955,2104,47.5,19.7
2027-07-01,24262,6265,14251,192,34768,Jul-2027,32.630208333333336,0.6978255867464335,15.0,0.00043363880778237113,2306.0666666666666,1609.2323247430586,-3746,0.0,49.32
2027-08-01,18308,6616,17496,100,34856,Aug-2027,66.16,0.525246729400964,12.0,0.0003451449608835711,2897.3333333333335,1521.8148573177264,5804,17.2,23.0
2027-09-01,15949,6135,15295,190,35019,Sep-2027,32.28947368421053,0.4554384762557469,27.0,0.0007746155611659399,1290.962962962963,587.9542047544561,5481,18.2,18.21
2027-10-01,29222,3560,11300,132,35141,Oct-2027,26.96969696969697,0.8315642696565265,10.0,0.0002855592678260373,3501.9,2912.05491591019,-14362,0.0,107.98
2027-11-01,11150,3418,14279,161,35272,Nov-2027,21.229813664596275,0.31611476525289184,30.0,0.0008537036510059474,1171.3666666666668,370.28629885839575,6547,15.3,17.44
2027-12-01,11931,2954,16553,105,35364,Dec-2027,28.133333333333333,0.3373769935527655,13.0,0.0003685643002948514,2713.2307692307695,915.3816397379344,7576,13.2,32.54
2028-01-01,19204,2983,15353,194,35529,Jan-2028,15.376288659793815,0.5405161980354077,29.0,0.0008200429815631716,1219.448275862069,659.1315457697987,-868,0.0,42.87
2028-02-01,28048,2974,11727,109,35608,Feb-2028,27.28440366972477,0.7876881599640531,30.0,0.0008443806467955755,1184.3,932.859087845428,-13347,0.0,34.19
2028-03-01,11081,6133,14272,169,35765,Mar-2028,36.289940828402365,0.3098280441772683,12.0,0.00033700292069197934,2967.333333333333,919.3630830886807,9324,10.7,25.33
2028-04-01,26896,5972,13995,187,35928,Apr-2028,31.93582887700535,0.7486083277666444,24.0,0.0006710471130993989,1490.2083333333333,1115.5823684405848,-6929,0.0,34.93
2028-05-01,23407,2913,17476,72,35990,May-2028,40.458333333333336,0.6503751041956098,10.0,0.00027833444667112,3592.8,2336.667674353987,-3018,0.0,57.75
2028-06-01,17805,6549,8514,198,36158,Jun-2028,33.07575757575758,0.4924221472426572,30.0,0.0008335648791330926,1199.6666666666665,590.742435975441,-2742,0.0,17.86
2028-07-01,15237,2036,8448,62,36208,Jul-2028,32.83870967741935,0.4208186036235086,12.0,0.00033187676309530395,3013.1666666666665,1267.9965891515685,-4753,0.0,38.61
2028-08-01,26943,5387,14019,150,36328,Aug-2028,35.913333333333334,0.7416593261396168,30.0,0.0008285461776403005,1206.9333333333334,895.1333626954416,-7537,0.0,24.92
2028-09-01,22775,3711,13343,73,36377,Sep-2028,50.83561643835616,0.6260824147125931,24.0,0.0006606474344857961,1513.6666666666667,947.6800817366284,-5721,0.0,18.64
2028-10-01,26244,5020,18047,157,36523,Oct-2028,31.97452229299363,0.7185609068258357,11.0,0.0003023888720895071,3307.0,2376.280918873039,-3177,0.0,74.32
2028-11-01,23184,2795,16033,60,36567,Nov-2028,46.583333333333336,0.6340142751661334,16.0,0.0004380801139008296,2282.6875,1447.2564607432932,-4356,0.0,31.07
2028-12-01,13343,6036,19754,66,36616,Dec-2028,91.45454545454545,0.364403539436312,17.0,0.00046490004649000463,2151.0,783.8320133275071,12447,8.0,8.57
2029-01-01,23500,6688,10520,74,36663,Jan-2029,90.37837837837837,0.6409731882279137,27.0,0.0007373825649989075,1356.1481481481483,869.2546022278997,-6292,0.0,9.62
2029-02-01,19662,5111,11081,143,36790,Feb-2029,35.74125874125874,0.534438706170155,16.0,0.0004364072770913455,2291.4375,1224.6328927697746,-3470,0.0,34.26
2029-03-01,26964,3324,9428,70,36848,Mar-2029,47.48571428571429,0.7317629179331308,12.0,0.00032617559119325906,3065.833333333333,2243.4631458966564,-14212,0.0,47.25
2029-04-01,25125,2317,11967,133,36961,Apr-2029,17.42105263157895,0.679770568978112,20.0,0.0005427702996092054,1842.3999999999999,1252.4092962852735,-10841,0.0,71.89
2029-05-01,18130,4396,14445,189,37125,May-2029,23.25925925925926,0.48835016835016837,25.0,0.0006763886258488677,1478.44,721.9964228956229,711,140.6,31.04
2029-06-01,29531,4162,17114,86,37183,Jun-2029,48.395348837209305,0.794207030094398,28.0,0.0007542087542087542,1325.892857142857,1053.0334282948045,-8255,0.0,21.76
2029-07-01,11679,4745,19329,91,37258,Jul-2029,52.142857142857146,0.31346288045520426,16.0,0.00043030417126106013,2323.9375,728.4681427478663,12395,8.1,13.97
2029-08-01,13506,3591,10159,194,37426,Aug-2029,18.510309278350515,0.3608721209854112,26.0,0.0006978367062107466,1433.0,517.1297493720942,244,409.8,27.94
2029-09-01,23284,5111,13132,150,37565,Sep-2029,34.07333333333333,0.6198322906961267,11.0,0.0002939133222893176,3402.363636363636,2108.894846508476,-5041,0.0,61.89
2029-10-01,17253,5930,10547,97,37651,Oct-2029,61.134020618556704,0.4582348410400786,11.0,0.00029282576866764275,3415.0,1564.8719821518685,-776,0.0,25.6
2029-11-01,29128,3996,10979,152,37792,Nov-2029,26.289473684210527,0.7707451312447079,11.0,0.0002921569148229795,3422.8181818181815,2638.1204487722266,-14153,0.0,100.35
2029-12-01,19435,3312,18473,77,37839,Dec-2029,43.01298701298701,0.5136235101350458,30.0,0.0007938187976291278,1259.7333333333333,647.0286565007884,2350,42.6,15.04
2030-01-01,21310,3285,10649,90,37904,Jan-2030,36.5,0.5622097931616716,25.0,0.0006606939929702159,1513.5600000000002,850.9382545377798,-7376,0.0,23.31
2030-02-01,23296,6311,16505,148,38035,Feb-2030,42.641891891891895,0.6124884974365716,17.0,0.0004485014774166315,2229.6470588235293,1365.6331768726948,-480,0.0,32.03
2030-03-01,28525,4383,18805,96,38109,Mar-2030,45.65625,0.748510850455273,22.0,0.0005784146181148942,1728.8636363636363,1294.0731907757413,-5337,0.0,28.34
2030-04-01,23245,5239,11083,195,38274,Apr-2030,26.866666666666667,0.607331347651147,30.0,0.0007872156183578682,1270.3,771.4930109212521,-6923,0.0,28.72
2030-05-01,21151,4139,18448,154,38401,May-2030,26.876623376623378,0.5507929481003099,27.0,0.0007054397240946857,1417.5555555555557,780.7796035404172,1436,69.6,29.05
2030-06-01,20457,3704,9037,173,38558,Jun-2030,21.410404624277458,0.5305513771461176,16.0,0.00041665581625478505,2400.0625,1273.3564646117538,-7716,0.0,59.47
2030-07-01,12479,2362,11489,62,38596,Jul-2030,38.096774193548384,0.3233236604829516,24.0,0.0006224389231806629,1606.5833333333333,519.4464042042353,1372,72.9,13.63
2030-08-01,14452,4604,15604,190,38767,Aug-2030,24.231578947368423,0.3727912915624113,19.0,0.0004922789926417245,2031.3684210526317,757.2764573233067,5756,17.4,31.25
2030-09-01,15881,3716,15544,149,38899,Sep-2030,24.93959731543624,0.4082624231985398,17.0,0.00043851729563804267,2280.4117647058824,931.0064329492819,3379,29.6,37.33
2030-10-01,24069,6451,10634,80,38959,Oct-2030,80.6375,0.6178033317076927,20.0,0.0005141520347566775,1944.9500000000003,1201.5965900048773,-6984,0.0,14.9
2030-11-01,12849,6286,11983,179,39115,Nov-2030,35.11731843575419,0.328492905534961,23.0,0.0005903642290613209,1693.8695652173913,556.424135075502,5420,18.5,15.84
2030-12-01,17390,5738,9778,65,39162,Dec-2030,88.27692307692308,0.4440529084316429,18.0,0.00046018151604243897,2173.0555555555557,964.951639627984,-1874,0.0,10.93
2031-01-01,21922,4469,15902,186,39331,Jan-2031,24.026881720430108,0.5573720474943429,17.0,0.00043409427506256067,2303.6470588235293,1283.9884778807914,-1551,0.0,53.44
2031-02-01,12489,6795,13110,122,39436,Feb-2031,55.69672131147541,0.31669033370524396,17.0,0.00043222903053570977,2313.5882352941176,732.6910302918205,7416,13.5,13.16
2031-03-01,19823,2556,13189,103,39520,Mar-2031,24.815533980582526,0.5015941295546559,19.0,0.00048179328532305506,2075.5789473684213,1041.0982154272322,-4078,0.0,41.95
2031-04-01,19207,2825,15378,149,39653,Apr-2031,18.959731543624162,0.48437697021662923,16.0,0.0004048582995951417,2470.0,1196.4111164350743,-1004,0.0,63.1
2031-05-01,19540,4808,9124,158,39790,May-2031,30.430379746835442,0.4910781603417944,21.0,0.0005295942299447709,1888.2380952380952,927.2724900968178,-5608,0.0,30.47
2031-06-01,26364,6521,8697,136,39899,Jun-2031,47.9485294117647,0.6607684403117873,27.0,0.0006785624528776074,1473.7037037037037,973.7768977780006,-11146,0.0,20.31
2031-07-01,14611,4719,10179,186,40060,Jul-2031,25.370967741935484,0.3647279081377933,25.0,0.0006265821198526279,1595.9599999999998,582.0911522715926,287,348.4,22.94
2031-08-01,29223,5508,17596,57,40106,Aug-2031,96.63157894736842,0.7286440931531442,11.0,0.0002745881178232651,3641.8181818181815,2653.589306519541,-6119,0.0,27.46
2031-09-01,15878,5741,13251,56,40152,Sep-2031,102.51785714285714,0.39544730025901575,10.0,0.00024933925098489005,4010.6,1585.9809424188086,3114,32.1,15.47
2031-10-01,26347,3574,17235,85,40211,Oct-2031,42.04705882352941,0.6552187212454303,26.0,0.0006475393504682208,1544.3076923076924,1011.8593113633277,-5538,0.0,24.06
2031-11-01,10851,5998,9929,67,40253,Nov-2031,89.5223880597015,0.26956996994012866,25.0,0.0006217204247593942,1608.44,433.58712245050054,5076,19.7,4.84
2031-12-01,28071,4129,9013,52,40275,Dec-2031,79.40384615384616,0.6969832402234637,30.0,0.0007452860656348595,1341.7666666666667,935.1888789571694,-14929,0.0,11.78
2032-01-01,16833,4403,8226,77,40330,Jan-2032,57.18181818181818,0.4173816017852715,22.0,0.0005462445685909373,1830.681818181818,764.0929096319004,-4204,0.0,13.36
2032-02-01,21938,5329,15321,119,40432,Feb-2032,44.78151260504202,0.542590027700831,17.0,0.00042152243987106375,2372.3529411764703,1287.2150480690889,-1288,0.0,28.74
2032-03-01,12427,2588,9828,198,40603,Mar-2032,13.070707070707071,0.30606112848804273,27.0,0.0006677878907795805,1497.4814814814815,458.3208721121683,-11,0.0,35.06
2032-04-01,14000,4012,15909,77,40662,Apr-2032,52.103896103896105,0.3443018051251783,18.0,0.000443316996281063,2255.722222222222,776.6492329720896,5921,16.9,14.91
2032-05-01,15052,3547,13588,103,40753,May-2032,34.43689320388349,0.369347041935563,12.0,0.00029511583296443856,3388.4999999999995,1251.5324515986551,2083,48.0,36.34
2032-06-01,12738,2294,10023,114,40844,Jun-2032,20.12280701754386,0.31186955244344333,23.0,0.0005643756287880647,1771.8695652173913,552.5921682925064,-421,0.0,27.46
2032-07-01,15387,3985,12966,149,40982,Jul-2032,26.74496644295302,0.37545751793470306,11.0,0.000269317402800901,3713.0909090909086,1394.1078965931827,1564,63.9,52.13
2032-08-01,18002,5117,18644,70,41037,Aug-2032,73.1,0.4386772912249921,15.0,0.0003660143477624323,2732.133333333333,1198.5248499321751,5759,17.4,16.4
2032-09-01,15536,3690,18277,62,41085,Sep-2032,59.516129032258064,0.3781428745284167,14.0,0.00034115554255915396,2931.2142857142853,1108.4177958587595,6431,15.5,18.62
2032-10-01,23479,3136,13891,106,41180,Oct-2032,29.58490566037736,0.5701554152501214,11.0,0.0002677376171352075,3735.0,2129.530475959203,-6452,0.0,71.98
2032-11-01,13913,4064,9080,98,41268,Nov-2032,41.46938775510204,0.33713773383735585,10.0,0.00024283632831471587,4118.0,1388.3331879422315,-769,0.0,33.48
2032-12-01,27450,6455,13036,167,41405,Dec-2032,38.65269461077844,0.6629634102161575,30.0,0.0007269555103227683,1375.6,911.9724670933462,-7959,0.0,23.59
2033-01-01,20636,6795,18512,103,41497,Jan-2033,65.97087378640776,0.4972889606477577,11.0,0.0002656683975365294,3764.090909090909,1871.8408559654915,4671,21.4,28.37
2033-02-01,15726,6543,19382,187,41656,Feb-2033,34.98930481283423,0.377520645285193,28.0,0.0006747475721136468,1482.0357142857142,559.4990791928448,10199,9.8,15.99
2033-03-01,13373,6770,18822,102,41744,Mar-2033,66.37254901960785,0.32035741663472594,14.0,0.0003360860380257346,2975.428571428571,953.2006105240101,12219,8.2,14.36
2033-04-01,22161,3007,10563,93,41818,Apr-2033,32.333333333333336,0.5299392606054809,19.0,0.0004551552318896129,2197.0526315789475,1164.3044470902735,-8591,0.0,36.01
2033-05-01,12082,4514,11292,96,41885,May-2033,47.020833333333336,0.288456488002865,29.0,0.0006934812760055479,1442.0,415.95425570013134,3724,26.9,8.85
2033-06-01,26281,5526,11586,102,41972,Jun-2033,54.1764705882353,0.6261555322596016,15.0,0.00035812343320997973,2792.333333333333,1748.4349645795608,-9169,0.0,32.27
2033-07-01,25305,6681,12431,123,42075,Jul-2033,54.31707317073171,0.6014260249554367,20.0,0.0004765081482893357,2098.6,1262.1526559714794,-6193,0.0,23.24
2033-08-01,19817,3247,14841,95,42158,Aug-2033,34.17894736842105,0.4700649935955216,12.0,0.00028520499108734403,3506.25,1648.1653837942977,-1729,0.0,48.22
2033-09-01,21261,5902,14643,62,42201,Sep-2033,95.19354838709677,0.5038032274116727,19.0,0.00045068551639072064,2218.842105263158,1117.8598137484894,-716,0.0,11.74
2033-10-01,10417,3435,19139,151,42332,Oct-2033,22.748344370860927,0.24607861664934327,20.0,0.00047392241890002604,2110.05,519.2381850609469,12157,8.2,22.83
2033-11-01,18808,2571,11959,73,42394,Nov-2033,35.21917808219178,0.44364768599330096,11.0,0.0002598507039591798,3848.3636363636365,1707.3176221334925,-4278,0.0,48.48
2033-12-01,13267,4382,19005,51,42424,Dec-2033,85.92156862745098,0.3127239298510277,21.0,0.0004953531160069821,2018.7619047619046,631.315156290689,10120,9.9,7.35
2034-01-01,27209,3245,18775,130,42525,Jan-2034,24.96153846153846,0.6398353909465021,29.0,0.0006835753347161984,1462.896551724138,936.0129870867036,-5189,0.0,37.5
2034-02-01,15745,4084,8161,149,42647,Feb-2034,27.409395973154364,0.36919361268084505,27.0,0.0006349206349206349,1575.0,581.479939972331,-3500,0.0,21.21
2034-03-01,21338,2277,8593,191,42811,Mar-2034,11.921465968586388,0.49842330242227467,27.0,0.000633104321523202,1579.5185185185187,787.2688362371389,-10468,0.0,66.04
2034-04-01,10412,3887,19451,187,42976,Apr-2034,20.78609625668449,0.2422747580044676,22.0,0.0005138866179252995,1945.9545454545455,471.45566658769377,12926,7.7,22.68
2034-05-01,17543,6579,19154,180,43135,May-2034,36.55,0.4066998956763649,21.0,0.000488644825018615,2046.4761904761904,832.3016531708313,8190,12.2,22.77
2034-06-01,17587,3265,11390,160,43282,Jun-2034,20.40625,0.4063351970796174,13.0,0.00030137939028631043,3318.076923076923,1348.251440463792,-2932,0.0,66.07
2034-07-01,10728,6826,13997,151,43408,Jul-2034,45.205298013245034,0.24714338370807223,25.0,0.000577607319439952,1731.28,427.87439734611127,10095,9.9,9.47
2034-08-01,21657,3040,14354,66,43460,Aug-2034,46.06060606060606,0.49832029452369997,14.0,0.00032252119424990786,3100.5714285714284,1545.0776674774834,-4263,0.0,33.54
2034-09-01,15988,2917,8663,61,43491,Sep-2034,47.81967213114754,0.3676162884274907,30.0,0.0006902899217671422,1448.6666666666667,532.553463168625,-4408,0.0,11.14
2034-10-01,28888,2885,17324,165,43646,Oct-2034,17.484848484848484,0.6618705035971223,10.0,0.00022993262973948633,4349.1,2878.5410071942447,-8679,0.0,164.63
2034-11-01,12967,4752,8541,73,43694,Nov-2034,65.0958904109589,0.29676843502540395,25.0,0.0005727901755029097,1745.8400000000001,518.1102046047513,326,306.7,7.96
2034-12-01,24527,2021,13433,78,43750,Dec-2034,25.91025641025641,0.5606171428571428,22.0,0.0005035016249370623,1986.090909090909,1113.4366109090909,-9073,0.0,42.97
2035-01-01,29170,6569,13093,171,43899,Jan-2035,38.41520467836257,0.6644798286976924,22.0,0.0005028571428571429,1988.6363636363635,1321.4087502510927,-9508,0.0,34.4
2035-02-01,26048,5191,19166,139,44024,Feb-2035,37.34532374100719,0.5916772669453025,14.0,0.00031891387047540946,3135.6428571428573,1855.2885958308455,-1691,0.0,49.68
2035-03-01,27506,4353,8867,114,44116,Mar-2035,38.18421052631579,0.623492610390788,22.0,0.0004997274214065056,2001.090909090909,1247.6653945383657,-14286,0.0,32.67
2035-04-01,27955,6799,18258,133,44221,Apr-2035,51.1203007518797,0.6321657131227245,28.0,0.0006346903617735063,1575.5714285714284,996.0222357186469,-2898,0.0,19.48
2035-05-01,15073,2686,16623,168,44364,May-2035,15.988095238095237,0.339757461004418,25.0,0.0005653422582031162,1768.8400000000001,600.9765873230548,4236,23.6,37.59
2035-06-01,15104,2284,13469,65,44410,Jun-2035,35.13846153846154,0.3401035802747129,19.0,0.0004282751780723109,2334.9473684210525,794.123959753019,649,154.1,22.6
2035-07-01,12143,6811,14256,153,44552,Jul-2035,44.51633986928105,0.27255790985814327,11.0,0.00024769196126998426,4037.272727272727,1100.3906160727402,8924,11.2,24.72
2035-08-01,17357,5747,17398,141,44676,Aug-2035,40.758865248226954,0.3885083713850837,17.0,0.00038157658466511044,2620.705882352941,1018.1661742322499,5788,17.3,24.98
2035-09-01,22043,2762,18720,76,44731,Sep-2035,36.3421052631579,0.4927902349600948,21.0,0.00047005103411227505,2127.4285714285716,1048.3760255751044,-561,0.0,28.85
2035-10-01,13440,4428,9169,183,44893,Oct-2035,24.19672131147541,0.2993785222640501,21.0,0.00046947307236592075,2130.047619047619,637.6905085425344,157,636.9,26.35
2035-11-01,15644,4507,8830,184,45066,Nov-2035,24.494565217391305,0.34713531265255404,11.0,0.00024502706435301715,4081.1818181818185,1416.7223264464644,-2307,0.0,57.84
2035-12-01,20518,2028,9651,82,45134,Dec-2035,24.73170731707317,0.4546018522621527,14.0,0.00031065548306927616,3219.0,1463.3633624318695,-8839,0.0,59.17
2036-01-01,24552,2906,9136,104,45226,Jan-2036,27.942307692307693,0.5428735683014195,12.0,0.00026587495014844683,3761.166666666667,2041.8379693096892,-12510,0.0,73.07
2036-02-01,12914,5104,10810,56,45270,Feb-2036,91.14285714285714,0.2852661806936161,12.0,0.00026533409985406625,3768.8333333333335,1075.12069067079,3000,33.3,11.8
2036-03-01,23584,5999,16667,106,45349,Mar-2036,56.594339622641506,0.5200555690312907,27.0,0.0005964214711729623,1676.6666666666665,871.9598374091306,-918,0.0,15.41
2036-04-01,22144,4994,19002,175,45508,Apr-2036,28.537142857142857,0.48659576338226246,16.0,0.0003528192462898851,2834.3125,1379.1644546013888,1852,54.0,48.33
2036-05-01,24397,4506,17518,61,45547,May-2036,73.8688524590164,0.5356444990888533,22.0,0.00048343148457414084,2068.5454545454545,1108.0049938425243,-2373,0.0,15.0
2036-06-01,18787,6665,9019,65,45585,Jun-2036,102.53846153846153,0.4121311835033454,27.0,0.000592794256482315,1686.9259259259259,695.2347783343286,-3103,0.0,6.78
2036-07-01,24191,5609,13237,92,45660,Jul-2036,60.96739130434783,0.5298072711344722,17.0,0.0003729296917845783,2681.470588235294,1420.6626149802892,-5345,0.0,23.3
2036-08-01,10728,5553,18028,166,45811,Aug-2036,33.45180722891566,0.23417956386020825,15.0,0.000328515111695138,3044.0,712.8425923904739,12853,7.8,21.31
2036-09-01,27749,3453,18640,184,45985,Sep-2036,18.766304347826086,0.6034359030118517,10.0,0.0002182881840605968,4581.099999999999,2764.4002152875933,-5656,0.0,147.31
2036-10-01,10698,6833,9283,160,46119,Oct-2036,42.70625,0.23196513367592533,26.0,0.0005654017614439491,1768.6538461538462,410.26602584951644,5418,18.5,9.61
2036-11-01,17186,5356,8659,100,46193,Nov-2036,53.56,0.3720477128569264,26.0,0.0005637589713567077,1773.8076923076922,659.9410949710995,-3171,0.0,12.32
2036-12-01,24512,2515,10010,124,46305,Dec-2036,20.282258064516128,0.5293596803800885,12.0,0.00025977962028878834,3849.4166666666665,2037.7259763164523,-11987,0.0,100.47
2037-01-01,23923,2038,16590,57,46338,Jan-2037,35.75438596491228,0.5162717424144331,24.0,0.0005183025591188856,1929.375,996.0817930208468,-5295,0.0,27.86
2037-02-01,26779,5342,9733,94,46411,Feb-2037,56.829787234042556,0.5769968326474327,21.0,0.0004531917648582157,2206.571428571429,1273.1847252960354,-11704,0.0,22.4
2037-03-01,17400,2886,10125,108,46492,Mar-2037,26.72222222222222,0.37425793684935044,27.0,0.0005817586348064037,1718.9259259259259,643.3216706338964,-4389,0.0,24.07
2037-04-01,14171,4844,10171,181,46645,Apr-2037,26.76243093922652,0.30380533819273237,28.0,0.0006022541512518283,1660.4285714285713,504.44706368773257,844,118.5,18.85
2037-05-01,14360,4204,16266,153,46783,May-2037,27.477124183006534,0.30694910544428533,15.0,0.0003215778754421696,3109.6666666666665,954.5094015632459,6110,16.4,34.74
2037-06-01,12502,3098,11471,147,46910,Jun-2037,21.07482993197279,0.2665103389469196,20.0,0.0004275057178889768,2339.15,623.4076593476871,2067,48.4,29.58
2037-07-01,27101,3823,17028,128,47017,Jul-2037,29.8671875,0.5764085330837783,21.0,0.0004476657429119591,2233.809523809524,1287.586870807621,-6250,0.0,43.11
2037-08-01,29166,5201,13624,173,47162,Aug-2037,30.063583815028903,0.6184216106187185,28.0,0.0005955292766446179,1679.1785714285713,1038.4403166592958,-10341,0.0,34.54
2037-09-01,15486,5155,16691,53,47196,Sep-2037,97.26415094339623,0.3281210272056954,19.0,0.00040286671472795893,2482.2105263157896,814.4654676355267,6360,15.7,8.37
2037-10-01,18335,5093,16329,139,47313,Oct-2037,36.64028776978417,0.3875256272060533,22.0,0.0004661411984066446,2145.2727272727275,831.3481591644043,3087,32.4,22.69
2037-11-01,14491,5530,10097,153,47441,Nov-2037,36.1437908496732,0.30545308910014546,25.0,0.0005283960010990636,1892.5200000000002,578.0760801838073,1136,88.0,15.99
2037-12-01,21130,5778,13068,186,47606,Dec-2037,31.06451612903226,0.44385161534260387,21.0,0.0004426550873716827,2259.095238095238,1002.7030706413557,-2284,0.0,32.28
2038-01-01,17651,4896,19888,168,47760,Jan-2038,29.142857142857142,0.36957705192629814,14.0,0.0002940805780783935,3400.4285714285716,1256.720366714525,7133,14.0,43.12
2038-02-01,11167,5453,18077,182,47916,Feb-2038,29.96153846153846,0.2330536772685533,26.0,0.0005443886097152428,1836.9230769230771,428.10167793638874,12363,8.1,14.29
2038-03-01,11062,5511,14397,105,47997,Mar-2038,52.48571428571429,0.2304727378794508,24.0,0.0005008765339343851,1996.5000000000002,460.1388211763236,8846,11.3,8.77
2038-04-01,28540,2988,10757,145,48117,Apr-2038,20.606896551724137,0.5931375605295426,25.0,0.000520865887451299,1919.88,1138.7529397094584,-14795,0.0,55.26
2038-05-01,21174,6116,11920,124,48230,May-2038,49.32258064516129,0.4390213560024881,11.0,0.0002286094311781699,4374.272727272727,1920.3991442519743,-3138,0.0,38.94
2038-06-01,14729,6964,16186,192,48396,Jun-2038,36.270833333333336,0.30434333415984793,26.0,0.0005390835579514825,1854.9999999999998,564.5568848665179,8421,11.9,15.57
2038-07-01,19348,6026,9900,81,48455,Jul-2038,74.39506172839506,0.3992983180270354,22.0,0.00045458302339036283,2199.818181818182,878.3836999652913,-3422,0.0,11.81
2038-08-01,15334,6179,10610,77,48513,Aug-2038,80.24675324675324,0.3160802259188259,19.0,0.0003921163966566918,2550.2631578947367,806.0877550998267,1455,68.7,10.05
2038-09-01,18924,3682,14900,71,48566,Sep-2038,51.859154929577464,0.38965531441749374,18.0,0.0003710345680539237,2695.1666666666665,1050.1860149075485,-342,0.0,20.25
2038-10-01,14330,6665,9449,66,48614,Oct-2038,100.98484848484848,0.2947710536059571,18.0,0.00037062965860890334,2698.1111111111113,795.3250549681619,1784,56.1,7.88
2038-11-01,16801,5963,16738,108,48708,Nov-2038,55.21296296296296,0.3449330705428266,14.0,0.0002879828855885136,3472.4285714285716,1197.7554493834982,5900,16.9,21.69
2038-12-01,14846,2933,13017,139,48828,Dec-2038,21.100719424460433,0.30404685835995743,19.0,0.0003900796583723413,2563.5789473684213,779.4481251050952,1104,90.6,36.94
2039-01-01,16731,5598,15999,155,48955,Jan-2039,36.116129032258065,0.34176284342763763,28.0,0.0005734414680101581,1743.8571428571427,595.9855756744531,4866,20.6,16.5
2039-02-01,25368,5233,14052,75,49020,Feb-2039,69.77333333333333,0.5175030599755202,10.0,0.0002042692268409764,4895.5,2533.4362301101587,-6083,0.0,36.31
2039-03-01,27337,3980,18195,74,49064,Mar-2039,53.78378378378378,0.5571702266427523,30.0,0.0006119951040391676,1634.0000000000002,910.4161503342574,-5162,0.0,16.93
2039-04-01,12539,3855,10096,187,49224,Apr-2039,20.614973262032084,0.2547334633512108,27.0,0.000550301646828632,1817.1851851851852,462.8978757727335,1412,70.8,22.45
2039-05-01,17056,5056,16895,94,49308,May-2039,53.787234042553195,0.3459073578324004,10.0,0.00020315293352836015,4922.4,1702.6943781942075,4895,20.4,31.66
2039-06-01,21516,2792,14404,132,49418,Jun-2039,21.151515151515152,0.4353879153344935,22.0,0.0004461750628701225,2241.272727272727,975.8230604233274,-4320,0.0,46.13
2039-07-01,21493,2791,18595,60,49459,Jul-2039,46.516666666666666,0.4345619604116541,19.0,0.00038447529240357765,2600.9473684210525,1130.2727873485853,-107,0.0,24.3
2039-08-01,11542,3809,17817,153,49593,Aug-2039,24.895424836601308,0.2327344584921259,19.0,0.00038415657413210945,2603.1052631578946,605.8322938190555,10084,9.9,24.34
2039-09-01,23964,4255,11331,117,49700,Sep-2039,36.36752136752137,0.48217303822937624,10.0,0.00020164136067590184,4959.3,2391.240748490946,-8378,0.0,65.75
2039-10-01,27575,5610,15462,144,49827,Oct-2039,38.958333333333336,0.5534148152608024,17.0,0.0003420523138832998,2923.529411764706,1617.924489321287,-6503,0.0,41.53
2039-11-01,16313,3607,13105,114,49927,Nov-2039,31.640350877192983,0.3267370360726661,14.0,0.0002809721636863548,3559.071428571429,1162.8804497423382,399,250.6,36.75
2039-12-01,29065,2984,10978,98,50013,Dec-2039,30.448979591836736,0.5811489012856658,12.0,0.00024035091233200472,4160.583333333334,2417.91843287412,-15103,0.0,79.41
2040-01-01,27924,5676,10839,101,50101,Jan-2040,56.198019801980195,0.5573541446278517,13.0,0.0002599324175714314,3847.153846153846,2144.2271411748266,-11409,0.0,38.15
2040-02-01,23807,5380,11384,151,50222,Feb-2040,35.629139072847686,0.4740352833419617,30.0,0.0005987904433045249,1670.0333333333333,791.6547243571874,-7043,0.0,22.22
2040-03-01,19580,2519,18851,106,50302,Mar-2040,23.764150943396228,0.38924893642399905,26.0,0.0005177014057584326,1931.6153846153845,751.8792340417723,1790,55.9,31.64
2040-04-01,27749,2590,18053,96,50378,Apr-2040,26.979166666666668,0.5508158323077534,20.0,0.0003975985050296211,2515.1,1385.3568998372307,-7106,0.0,51.35
2040-05-01,18691,3050,19048,75,50440,May-2040,40.666666666666664,0.3705590800951626,13.0,0.00025804914843781016,3875.230769230769,1436.0019490026232,3407,29.4,35.31
2040-06-01,17494,5633,8685,163,50582,Jun-2040,34.558282208588956,0.3458542564548654,21.0,0.0004163362410785091,2401.904761904762,830.7089855039719,-3176,0.0,24.04
2040-07-01,14312,6444,15531,54,50609,Jul-2040,119.33333333333333,0.28279555019858127,27.0,0.0005337867225495235,1873.4074074074074,529.7912785238755,7663,13.0,4.44
